Sample_ID,Material,Cross_Section_Type,Beam_Length_m,Thickness_m,Factor_of_Safety,Moment_of_Inertia_m4,Cross_Sec_Area_m2,y_max_m,Young_Modulus_GPa,Yield_Strength_MPa,Sigma_Allow_MPa,P_Bending_kN,P_Shear_kN,P_Deflection_kN,Max_Load_kN,Governing_Criterion,Slenderness_Ratio,Max_Deflection_mm,Bending_Stress_MPa,Stress_Utilization_pct
1142,Composite,Box,3.276,0.207,2,0.000791233,0.03365742,0.207408,150,600,300,1397.177,6731.484,1768.882,1346.777,Bending,15.8,8.6266,300,50
1143,Composite,Box,13.365,0.172,2.5,0.000372053,0.02307973,0.171752,150,600,240,155.601,3692.757,49.991,51.429,Deflection,77.81,44.5492,77.106,12.85
1144,Composite,Box,4.381,0.49,3.5,0.024631185,0.18778944,0.489915,150,600,171.429,7868.935,21461.65,30797.378,5000,Bending,8.94,3.7314,171.429,28.57
1145,Composite,Box,4.507,0.055,1.5,3.86E-06,0.00235146,0.054822,150,600,400,25.011,627.055,4.564,4.59,Deflection,82.2,15.0219,72.989,12.16
1146,Composite,Box,5.089,0.125,3.5,0.000105583,0.01229491,0.125357,150,600,171.429,113.495,1405.132,97.855,92.941,Deflection,40.59,16.9624,147.805,24.63
1147,Composite,Box,2.599,0.105,1.5,5.17E-05,0.00860127,0.10485,150,600,400,303.42,2293.673,183.623,182.623,Deflection,24.79,8.6627,242.07,40.35
1148,Composite,Box,13.937,0.318,3.5,0.004367611,0.07907706,0.317915,150,600,171.429,675.956,9037.378,539.684,537.962,Deflection,43.84,46.4554,136.869,22.81
1149,Composite,Box,10.424,0.235,2.5,0.001299974,0.04314157,0.234819,150,600,240,509.862,6902.651,287.148,279.891,Deflection,44.39,34.7455,135.165,22.53
1150,Composite,Box,6.984,0.071,3,1.07E-05,0.00391396,0.070728,150,600,200,17.33,521.861,5.265,5.329,Deflection,98.74,23.2789,60.766,10.13
1151,Composite,Box,11.232,0.194,1.5,0.000610446,0.02956326,0.194385,150,600,400,447.361,7883.536,116.135,116.126,Deflection,57.78,37.4392,103.84,17.31
1152,Composite,Box,18.572,0.205,1.5,0.000758923,0.03296304,0.205258,150,600,400,318.529,8790.144,52.804,52.838,Deflection,90.48,61.9082,66.31,11.05
1153,Composite,Box,12.274,0.265,2,0.00212186,0.05511717,0.265417,150,600,300,781.616,11023.434,338.047,330.799,Deflection,46.24,40.9124,129.749,21.62
1154,Composite,Box,4.167,0.08,2,1.79E-05,0.00506034,0.080422,150,600,300,64.052,1012.069,24.726,25.113,Deflection,51.81,13.8885,115.811,19.3
1155,Composite,Box,15.01,0.154,1.5,0.000242542,0.01863466,0.154329,150,600,400,167.523,4969.244,25.836,25.862,Deflection,97.26,50.0337,61.69,10.28
1156,Composite,Box,8.279,0.219,1.5,0.000977613,0.0374121,0.218671,150,600,400,864.01,9976.56,342.314,331.615,Deflection,37.86,27.5966,158.477,26.41
1157,Composite,Box,14.937,0.1,3,4.24E-05,0.0077883,0.099772,150,600,200,22.743,1038.441,4.557,4.662,Deflection,149.71,49.7898,40.077,6.68
1158,Composite,Box,6.941,0.331,2,0.005138437,0.0857717,0.331099,150,600,300,2683.027,17154.34,2559.665,2497.097,Deflection,20.96,23.1371,286.206,47.7
1159,Composite,Box,10.14,0.383,2.5,0.009160945,0.11452457,0.382591,150,600,240,2267.012,18323.931,2138.484,2145.12,Deflection,26.5,33.7988,226.393,37.73
1160,Composite,Box,17.506,0.44,2.5,0.015984164,0.1512772,0.439716,150,600,240,1993.432,24204.352,1251.775,1328.461,Deflection,39.81,58.3534,150.708,25.12
1161,Composite,L-Beam,2.571,0.291,3,0.001456257,0.04247474,0.39911,150,600,200,1135.358,5663.298,5287.416,1135.012,Bending,8.84,1.8402,200,33.33
1162,Composite,L-Beam,19.764,0.39,2,0.004693851,0.07625641,0.534768,150,600,300,532.927,15251.281,288.393,290.957,Deflection,50.73,65.8804,162.345,27.06
1163,Composite,L-Beam,11.691,0.496,3,0.012381961,0.12385296,0.681522,150,600,200,1243.207,16513.729,2174.149,1227.71,Bending,23.55,22.2838,200,33.33
1164,Composite,L-Beam,11.624,0.436,3,0.007395328,0.0957173,0.599132,150,600,200,849.52,12762.306,1313.606,866.019,Bending,26.63,25.0576,200,33.33
1165,Composite,L-Beam,19.173,0.105,3,2.46E-05,0.0055238,0.143928,150,600,200,7.14,736.507,1.608,1.557,Deflection,182.87,63.9092,45.041,7.51
1166,Composite,L-Beam,6.204,0.081,2.5,8.64E-06,0.00327123,0.11076,150,600,240,12.067,523.396,5.386,5.258,Deflection,76.9,20.6807,107.114,17.85
1167,Composite,L-Beam,9.707,0.078,3,7.41E-06,0.00302916,0.106583,150,600,200,5.727,403.888,1.887,1.783,Deflection,125.02,32.356,65.881,10.98
1168,Composite,L-Beam,17.766,0.457,3.5,0.008920203,0.10512331,0.62788,150,600,171.429,548.333,12014.093,678.254,528.126,Bending,38.84,47.8771,171.429,28.57
1169,Composite,L-Beam,15.273,0.292,1.5,0.001475052,0.04274796,0.400391,150,600,400,385.929,11399.456,151.757,146.948,Deflection,52.37,50.9113,157.29,26.21
1170,Composite,L-Beam,7.767,0.124,2.5,4.81E-05,0.0077176,0.170125,150,600,240,34.928,1234.817,19.126,18.519,Deflection,62.67,25.8907,131.418,21.9
1171,Composite,L-Beam,13.428,0.106,3,2.55E-05,0.00561744,0.145143,150,600,200,10.455,748.992,3.39,3.564,Deflection,127,44.7611,64.852,10.81
1172,Composite,L-Beam,4.502,0.248,2,0.0007714,0.03091373,0.340489,150,600,300,603.877,6182.746,913.423,600.821,Bending,18.15,9.9212,300,50
1173,Composite,L-Beam,11.212,0.396,2,0.005024839,0.07889923,0.543955,150,600,300,988.679,15779.846,959.32,949.489,Deflection,28.3,37.3735,291.092,48.52
1174,Composite,L-Beam,16.454,0.491,3.5,0.011880592,0.12131953,0.674516,150,600,171.429,734.051,13865.09,1053.232,734.089,Bending,33.49,38.2247,171.429,28.57
1175,Composite,L-Beam,7.115,0.18,3.5,0.000214134,0.01628748,0.247146,150,600,171.429,83.499,1861.427,101.51,85.835,Bending,39.52,19.5095,171.429,28.57
1176,Composite,L-Beam,4.878,0.361,2,0.003463946,0.06550844,0.495651,150,600,300,1719.292,13101.687,3494.041,1604.102,Bending,13.51,8.0007,300,50
1177,Composite,L-Beam,5.497,0.251,3,0.000812096,0.03171869,0.344893,150,600,200,342.683,4229.159,645.028,349.417,Bending,21.88,9.7345,200,33.33
1178,Composite,L-Beam,13.62,0.12,3.5,4.24E-05,0.00724782,0.164866,150,600,171.429,12.949,828.322,5.486,5.62,Deflection,113.4,45.3987,72.63,12.11
1179,Composite,L-Beam,9.227,0.407,3.5,0.005587699,0.08320093,0.558587,150,600,171.429,743.407,9508.678,1575.169,728.257,Bending,22.68,14.5157,171.429,28.57
1180,Composite,L-Beam,19.453,0.381,3,0.004277696,0.07279753,0.522499,150,600,200,336.687,9706.338,271.296,264.588,Deflection,51.11,64.8436,161.157,26.86
1181,Composite,L-Beam,5.224,0.226,1.5,0.000536422,0.02577893,0.310928,150,600,400,528.431,6874.381,471.802,472.279,Deflection,23.06,17.4124,357.134,59.52
1182,Composite,L-Beam,16.925,0.279,3.5,0.001229054,0.03902088,0.382539,150,600,171.429,130.172,4459.529,102.977,108.794,Deflection,60.74,56.4157,135.614,22.6
1183,Composite,L-Beam,8.167,0.332,3.5,0.00248977,0.05553814,0.456376,150,600,171.429,458.075,6347.216,895.95,474.317,Bending,24.56,13.9179,171.429,28.57
1184,Composite,L-Beam,3.243,0.201,3,0.000330407,0.02023188,0.275451,150,600,200,295.932,2697.585,754.148,300.202,Bending,16.16,4.2415,200,33.33
1185,Composite,L-Beam,13.442,0.21,2,0.000397761,0.02219847,0.288528,150,600,300,123.073,4439.693,52.836,54.798,Deflection,63.95,44.8054,128.792,21.47
1186,Composite,L-Beam,8.878,0.11,2,2.93E-05,0.0060274,0.150346,150,600,300,26.363,1205.481,8.929,9.031,Deflection,81.06,29.5941,101.606,16.93
1187,Composite,L-Beam,19.419,0.346,2.5,0.002920957,0.06015535,0.474968,150,600,240,304.016,9624.856,185.894,192.493,Deflection,56.13,64.7312,146.751,24.46
1188,Composite,L-Beam,14.529,0.213,2.5,0.000420527,0.02282488,0.292571,150,600,240,94.97,3651.981,47.809,50.21,Deflection,68.17,48.4315,120.819,20.14
1189,Composite,L-Beam,14.828,0.137,2.5,7.16E-05,0.00942069,0.187961,150,600,240,24.675,1507.31,7.82,7.697,Deflection,108.3,49.4266,76.057,12.68
1190,Composite,L-Beam,3.978,0.448,1.5,0.008185276,0.10069974,0.614527,150,600,400,5357.942,26853.264,12416.99,5000,Bending,8.89,5.721,400,66.67
1191,Composite,L-Beam,14.31,0.061,2,2.90E-06,0.00189483,0.084297,150,600,300,2.883,378.966,0.34,0.5,Deflection,233.03,47.6989,35.345,5.89
1192,Composite,L-Beam,12.977,0.158,1.5,0.000128189,0.01260191,0.217393,150,600,400,72.705,3360.51,18.27,18.187,Deflection,81.94,43.2554,100.516,16.75
1193,Composite,L-Beam,3.45,0.116,1.5,3.72E-05,0.00678772,0.159547,150,600,400,108.088,1810.058,74.969,74.953,Deflection,29.69,11.5015,277.437,46.24
1194,Composite,L-Beam,4.218,0.188,1.5,0.00025709,0.01784654,0.258705,150,600,400,376.919,4759.078,346.728,344.486,Deflection,22.38,14.0615,367.961,61.33
1195,Composite,L-Beam,4.007,0.307,2,0.001803079,0.04726276,0.421004,150,600,300,1282.668,9452.552,2695.475,1294.963,Bending,13.06,6.3555,300,50
1196,Composite,L-Beam,17.921,0.299,3.5,0.001635528,0.04501328,0.410863,150,600,171.429,152.318,5144.375,122.226,128.289,Deflection,59.88,59.7354,137.561,22.93
1197,Composite,L-Beam,17.779,0.378,3,0.004160797,0.07179595,0.518892,150,600,200,360.812,9572.793,315.915,313.582,Deflection,47.04,59.2635,175.114,29.19
1198,Composite,L-Beam,8.697,0.392,3,0.004808851,0.0771849,0.538013,150,600,200,822.138,10291.32,1525.688,836.83,Bending,22.19,15.6225,200,33.33
1199,Composite,L-Beam,19.137,0.382,2.5,0.004343193,0.07335272,0.524487,150,600,240,415.402,11736.436,284.621,283.388,Deflection,50.09,63.7904,164.441,27.41
1200,Composite,L-Beam,10.986,0.147,2.5,9.64E-05,0.01092668,0.202428,150,600,240,41.604,1748.269,19.165,18.967,Deflection,74.5,36.6186,110.56,18.43
